X,Y,OBJECTID,Inventory_Date,Species,DBH,Condition,TreeHeight,CrownWidthNS,CrownWidthEW,CollectedBy,Notes,CrownBaseHeight,GlobalID,StaffReview,created_user,created_date,last_edited_user,last_edited_date,UserID,Structural_Value,Carbon_Storage_lb,Carbon_Storage_value,Carbon_Sequestration_lb,Carbon_Sequestration_value,Stormwater_ft,Stormwater_value,Pollution_Removal_value,Pollution_Removal_oz,Total_Annual_Benefits,Family,Genus,Common_name,Genus_species,Functional_type,Size,Native,Edible,Nuisance,Origin,Species_factoid,PropertyID
-13649223.7079018,5698074.33507843,554382,2019/07/20 00:00:00+00,PSME,21.9,Fair,57,31,45,volunteer,,8,{40C34EF3-94D4-4F05-B72C-1C6B685E2DD9},,TL,2019/07/20 17:01:53+00,PKJOSHUA,2024/08/20 21:52:30+00,17963,3645.72,1125.6,73.01,19.4,1.26,89.9,6.01,10.92,24.2,18.2,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649287.1441708,5698010.97102329,554383,2019/07/20 00:00:00+00,PSME,25.2,Fair,99,32,53,volunteer,,6,{8BDAC9F6-FA96-4C2F-AE60-769474132688},N,TL,2019/07/20 17:04:03+00,PKJOSHUA,2024/08/20 21:52:30+00,17964,4840.52,1517,98.4,23.3,1.51,110.2,7.37,13.39,29.7,22.27,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649207.6587601,5698023.1041755,554384,2019/07/20 00:00:00+00,PSME,24.4,Fair,102,54,25,staff,,6,{36334B9C-5AA7-4C4C-894A-960B0EC7827D},,brydavis,2019/07/20 17:05:56+00,PKJOSHUA,2024/08/20 21:52:30+00,17965,4535.5,1407.8,91.31,22.4,1.45,97.2,6.5,11.8,26.1,19.75,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649290.4682568,5698016.90345864,554385,2019/07/20 00:00:00+00,PSME,26.1,Fair,102,33,40,staff,,5,{253EB297-1686-4838-8B87-B1E2EA4E1826},,TL,2019/07/20 17:07:09+00,PKJOSHUA,2024/08/20 21:52:30+00,17966,5195.44,1583.6,102.72,24.3,1.58,86.3,5.77,10.49,23.2,17.84,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649344.4320614,5697900.3755438,554386,2019/07/20 00:00:00+00,ACPL,21.8,Fair,64,72,63,volunteer,,6,{5B8E24F6-5ADC-4594-84B7-42EF3B5DF38C},,TL,2019/07/20 17:07:51+00,PKJOSHUA,2024/08/20 21:52:30+00,17967,5824.68,2215.7,143.72,43.3,2.81,173.4,11.59,21.06,46.7,35.46,Sapindaceae,Acer,Norway maple,Acer platanoides,BD,M,No,,Yes ,"Europe - from Scandinavia and western Europe (but not the British Isles) east to Ukraine, Russia, Georgia, Armenia, Turkey and Iran",Most common street tree in Portland. Pull a leaf off and milky white sap emits from the leaf stem. Yellow catkin flowers in spring before leaves.,868
-13649357.9720636,5697930.40259105,554387,2019/07/20 00:00:00+00,LITU,10.8,Good,37,26,21,volunteer,,1,{5D05E747-5D96-4609-91F4-E3802001CF42},,TL,2019/07/20 17:15:51+00,PKJOSHUA,2024/08/20 21:52:30+00,17968,2405.33,340,22.06,19.4,1.26,31.9,2.13,3.87,8.6,7.26,Magnoliaceae,Liriodendron,tuliptree,Liriodendron tulipifera,BD,L,No,,,"North America - eastern USA across all the southern states and north to Michigan, New York and southern Ontario, Canada","The flowers are 2.5"" long and consist of six pale-green petals arranged like a tulip.",868
-13649262.6219222,5698030.33495437,554388,2019/07/20 00:00:00+00,PSME,23.7,Fair,93,28,41,volunteer,,5,{A2E99A4D-EC11-4896-823B-A5B4F47BD472},,TL,2019/07/20 17:16:47+00,PKJOSHUA,2024/08/20 21:52:30+00,17969,4276.67,1299.9,84.32,21.6,1.4,77.1,5.16,9.37,20.8,15.93,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649266.1714027,5698034.66334302,554389,2019/07/20 00:00:00+00,PSME,26.2,Fair,95,42,37,volunteer,,5,{7A44E085-19AF-4DEE-B743-1D518EA637FB},,TL,2019/07/20 17:17:54+00,PKJOSHUA,2024/08/20 21:52:30+00,17970,5235.64,1611.1,104.5,24.4,1.58,97.2,6.5,11.8,26.1,19.88,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649304.1392787,5698125.67229827,554390,2019/07/20 00:00:00+00,CEDE,25.4,Fair,88,37,33,volunteer,,5,{0B13290F-79AF-4A49-AC77-05434B425FE1},,TL,2019/07/20 17:19:24+00,PKJOSHUA,2024/08/20 21:52:30+00,17971,6208.03,1569.8,101.82,24.9,1.61,70.1,4.69,8.52,18.9,14.82,Pinaceae,Cedrus,deodar cedar,Cedrus deodara,CE,L,No,,,"Asia - the Himalayas, including Pakistan, northern India, Nepal and Afghanistan","Evergreen tree averaging between 40–70' in height; straight trunk and swooping horizontal branches.",868
-13649193.1380348,5698115.97598543,554391,2019/07/20 00:00:00+00,ACSA3,30.4,Fair,68,51,57,volunteer,,9,{B6A33E1C-03F0-4346-B345-2491B439792B},,tl,2019/07/20 17:27:51+00,PKJOSHUA,2024/08/20 21:52:30+00,17972,9517.25,5739.3,372.27,82.8,5.37,108,7.22,13.12,29.1,25.71,Sapindaceae,Acer,sugar maple,Acer saccharum,BD,L,No,,,"North America - eastern Canada, eastern USA from Maine to northern Georgia west to Arkansas and north to Minnesota",The maple syrup tree: 40 gallons of sap are boiled to make one gallon of syrup. Grows 60'-70' tall by 40' wide with orange or gold to red fall color.,868
-13649317.0311918,5697942.65820569,554392,2019/07/20 00:00:00+00,QURU,44.6,Good,120,84,109,volunteer,,8,{D505B4F1-2118-432B-84B8-39EA0EA6F448},,TL,2019/07/20 17:29:22+00,PKJOSHUA,2024/08/20 21:52:30+00,17973,30882.37,14077.5,913.12,194.7,12.63,279.8,18.71,33.99,75.3,65.32,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,868
-13649202.994209,5697984.04274055,554393,2019/07/20 00:00:00+00,ACSA3,41.5,Fair,90,83,70,volunteer,,7,{C261D9B3-31C4-479C-BF51-3012C3C976F8},,brydavis,2019/07/20 17:32:29+00,PKJOSHUA,2024/08/20 21:52:30+00,18446,16123.11,11757.8,762.66,124.1,8.05,206.9,13.83,25.13,55.7,47.02,Sapindaceae,Acer,sugar maple,Acer saccharum,BD,L,No,,,"North America - eastern Canada, eastern USA from Maine to northern Georgia west to Arkansas and north to Minnesota",The maple syrup tree: 40 gallons of sap are boiled to make one gallon of syrup. Grows 60'-70' tall by 40' wide with orange or gold to red fall color.,868
-13649365.8775072,5698043.7718933,554394,2019/07/20 00:00:00+00,CNIL,25.9,Fair,49,70,77,volunteer,,6,{52D703D0-A675-4EBB-8272-A52352D6FAB9},,TL,2019/07/20 17:37:31+00,PKJOSHUA,2024/08/20 21:52:30+00,18447,6855.37,4088.5,265.19,76.2,4.94,128.4,8.59,15.6,34.6,29.13,Ulmaceae,Carya,pecan,Carya illinoinensis,BD,L,No,Yes - nuts,,"North America - from Iowa, Illinois, Missouri and eastern Kansas south into Arkansas, Louisiana, Mississippi, Alabama, Oklahoma, Texas and Mexico","Pinnately compound leaves 12"" to 20"" long with 9 to 17 leaflets each 4"" to 7"" long and 1"" to 3"" wide, serrate or doubly serrate.",868
-13649309.1993122,5698136.87425619,554395,2019/07/20 00:00:00+00,MA,6.5,Fair,19,18,19,volunteer,,8,{19EC5354-194D-4D0F-9401-16F7459399CB},,TL,2019/07/20 17:38:27+00,PKJOSHUA,2024/08/20 21:52:30+00,18448,594.44,117,7.59,8.4,0.54,9.8,0.66,1.19,2.6,2.39,Rosaceae,Malus,ornamental crabapple,Malus spp.,BD,S,No,,,,White to pale or deep pink apple-like flowers in spring before the leaves. Round fall fruits in colors from red to purple to yellow.,868
-13649236.2835181,5697839.77813933,554396,2019/07/20 00:00:00+00,PSME,38.1,Fair,102,78,35,volunteer,,9,{EB381E01-C4C9-47D5-9ED0-61C5F54466F0},,TL,2019/07/20 17:40:04+00,PKJOSHUA,2024/08/20 21:52:30+00,18449,10402.57,3381.6,219.35,37.6,2.44,180.1,12.04,21.87,48.4,36.35,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649177.7901926,5697981.27451147,554397,2019/07/20 00:00:00+00,ACSA3,32.8,Fair,83,64,57,volunteer,,9,{8B0B010A-626B-4FEC-8439-1FDFC2744B5B},,brydavis,2019/07/20 17:45:10+00,PKJOSHUA,2024/08/20 21:52:30+00,18450,11037.61,6837.5,443.51,91.4,5.93,134,8.96,16.28,36.1,31.17,Sapindaceae,Acer,sugar maple,Acer saccharum,BD,L,No,,,"North America - eastern Canada, eastern USA from Maine to northern Georgia west to Arkansas and north to Minnesota",The maple syrup tree: 40 gallons of sap are boiled to make one gallon of syrup. Grows 60'-70' tall by 40' wide with orange or gold to red fall color.,868
-13649134.349601,5698108.59723759,554398,2019/07/20 00:00:00+00,THPL,41.3,Fair,84,39,32,volunteer,,2,{FEF3C5BE-9FD9-418A-BCDC-C88051FA6DEE},N,bianca.dolan,2019/07/20 17:55:07+00,PKJOSHUA,2024/08/20 21:52:30+00,18451,11739.96,2696,174.87,28.3,1.84,81.7,5.46,9.92,22,17.22,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",868
-13648981.9950541,5698053.39929408,554399,2019/07/20 00:00:00+00,PSME,47.8,Fair,116,42,56,volunteer,,7,{E66F09AF-42FE-452F-BDEB-2ECE6CE68B0E},,TL,2019/07/20 17:55:39+00,PKJOSHUA,2024/08/20 21:52:30+00,18452,14249.82,5115.3,331.8,49.3,3.2,139.5,9.32,16.94,37.5,29.46,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649336.2395406,5698135.53436101,554400,2019/07/20 00:00:00+00,TICO,36.6,Fair,69,45,51,volunteer,,4,{073ACAB8-91BD-47BE-8B20-D1011DCD2200},,TL,2019/07/20 17:55:46+00,PKJOSHUA,2024/08/20 21:52:30+00,18453,15956.51,4840.4,313.97,59.3,3.85,93.5,6.25,11.36,25.2,21.45,Malvaceae,Tilia,littleleaf linden,Tilia cordata,BD,L,No,,,"Europe - from England east to Russia, Ukraine and Crimea, and south from Scandinavia to northern Spain, Italy, Turkey, and the Caucasus (Georgia, Armenia, Azerbaijan)",The sweet smelling light-yellowflowers are a favorite of bees. They hang in clusters in June.,868
-13648982.5506044,5698040.71685133,554401,2019/07/20 00:00:00+00,PSME,40.4,Fair,108,44,52,volunteer,,7,{DE88980E-DDA3-483C-8C4C-171D01D14A0D},,TL,2019/07/20 17:57:30+00,PKJOSHUA,2024/08/20 21:52:30+00,18454,11370.61,3703.8,240.24,40.3,2.61,135.8,9.08,16.49,36.5,28.18,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649217.7994828,5697840.80510705,554402,2019/07/20 00:00:00+00,PSME,33.7,Fair,112,65,29,volunteer,,40,{D536641F-37D3-42B1-8A69-2CCD1F44DEB9},,TL,2019/07/20 18:00:17+00,PKJOSHUA,2024/08/20 21:52:30+00,18455,8454,2602.3,168.8,32.6,2.11,113.5,7.59,13.78,30.5,23.48,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13648983.4683455,5698022.88061343,554403,2019/07/20 00:00:00+00,PSME,23.8,Fair,54,21,40,volunteer,,7,{A7B0AEEC-F3B4-48C6-9398-C44466B6AC92},,TL,2019/07/20 18:01:19+00,PKJOSHUA,2024/08/20 21:52:30+00,18456,4313.19,1286.2,83.43,21.7,1.41,60.3,4.03,7.32,16.2,12.76,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649156.4576104,5698087.86005245,554404,2019/07/20 00:00:00+00,QURU,52.4,Fair,104,99,119,volunteer,,10,{1223E091-10D4-464B-87AC-B7DF70C167A9},,bianca.dolan,2019/07/20 18:03:39+00,PKJOSHUA,2024/08/20 21:52:30+00,18505,28103.12,16534.7,1072.5,27.6,1.79,342.1,22.87,41.54,92,66.2,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,868
-13649052.3064497,5697835.4747704,554405,2019/07/20 00:00:00+00,PSME,38.9,Fair,91,56,45,volunteer,,8,{72EFC67B-0DDA-48E3-85DC-A49D8B28CFF1},,TL,2019/07/20 18:03:45+00,PKJOSHUA,2024/08/20 21:52:30+00,18506,10743.21,3466.3,224.84,38.5,2.5,148.1,9.9,17.99,39.9,30.4,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649213.8973853,5697839.98355396,554406,2019/07/20 00:00:00+00,PSME,25.1,Fair,55,64,28,volunteer,,7,{8B87D409-52D2-4540-A87E-E5E8A4BBD3CC},,TL,2019/07/20 18:04:07+00,PKJOSHUA,2024/08/20 21:52:30+00,18507,4801.86,1528,99.11,23.2,1.51,124.7,8.34,15.14,33.5,24.99,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13648982.3592236,5698004.90418333,554407,2019/07/20 00:00:00+00,PSME,37.7,Fair,123,33,51,volunteer,,17,{BE86CF34-1AAE-4ED1-A0C5-CB0B8A005094},,TL,2019/07/20 18:04:56+00,PKJOSHUA,2024/08/20 21:52:30+00,18508,10230.67,3202.3,207.71,37.2,2.41,104,6.95,12.63,28,21.98,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13648982.6364889,5697997.14072807,554408,2019/07/20 00:00:00+00,PSME,24.8,Fair,80,26,50,volunteer,,7,{42A24CCF-DE1A-4B04-B03A-FF47538E0AD2},,TL,2019/07/20 18:06:34+00,PKJOSHUA,2024/08/20 21:52:30+00,18509,4686.78,1444.9,93.72,22.9,1.48,91.8,6.13,11.14,24.7,18.76,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649142.838128,5697981.82349742,554409,2019/07/20 00:00:00+00,THPL,21.8,Fair,54,32,33,volunteer,,5,{39CE16CB-12F5-45AD-BB04-A40751644AFC},,brydavis,2019/07/20 18:06:48+00,PKJOSHUA,2024/08/20 21:52:30+00,18510,3612.12,563,36.52,9.2,0.6,62.2,4.16,7.56,16.7,12.32,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",868
-13649132.7038909,5697987.28914503,554410,2019/07/20 00:00:00+00,THPL,23.7,Fair,65,35,31,volunteer,,4,{F3B35B95-7E72-4D6C-89B9-E6DD63A2CF6D},,brydavis,2019/07/20 18:09:59+00,PKJOSHUA,2024/08/20 21:52:30+00,18511,4276.67,694.7,45.06,10.8,0.7,66.5,4.44,8.07,17.9,13.22,Cupressaceae,Thuja,western redcedar,Thuja plicata,CE,L,Yes,,,"North America - British Columbia, Canada south through Washington, Oregon, northern Idaho and northwest Montana south to northern California; also in the Alaska Panhandle ","The bark is dark brown, papery, and peels off easily in small strips.",868
-13649214.7969415,5698090.21297129,554411,2019/07/20 00:00:00+00,MEGL,2.3,Poor,13,13,15,volunteer,,2,{FEBBD756-4EA9-4F5B-9F5D-328D4B589143},,tl,2019/07/20 18:13:46+00,PKJOSHUA,2024/08/20 21:52:30+00,18512,15,6.3,0.41,0.4,0.02,8.2,0.55,0.99,2.2,1.57,Cupressaceae,Metasequoia,dawn redwood,Metasequoia glyptostroboides,CD,L,No,,,Asia - central China,"A deciduous conifer, dawn redwood is Oregon's state fossil.",868
-13649142.3313818,5698060.28953997,554412,2019/07/20 00:00:00+00,ACSA3,27.2,Fair,87,57,66,volunteer,,8,{13D77459-B68A-4BC0-8244-883D9051BA6E},,bianca.dolan,2019/07/20 18:15:18+00,PKJOSHUA,2024/08/20 21:52:30+00,18513,7818.55,4441.7,288.11,71.7,4.65,136.9,9.15,16.63,36.8,30.43,Sapindaceae,Acer,sugar maple,Acer saccharum,BD,L,No,,,"North America - eastern Canada, eastern USA from Maine to northern Georgia west to Arkansas and north to Minnesota",The maple syrup tree: 40 gallons of sap are boiled to make one gallon of syrup. Grows 60'-70' tall by 40' wide with orange or gold to red fall color.,868
-13649244.4037787,5698114.6381441,554413,2019/07/20 00:00:00+00,PLAC,22.3,Fair,69,65,61,volunteer,,9,{EFB855B6-9052-4741-8779-FF48CF711BF0},,TL,2019/07/20 18:15:45+00,PKJOSHUA,2024/08/20 21:52:30+00,18514,5893.55,2433.1,157.82,50,3.25,175.5,11.73,21.31,47.2,36.29,Platanaceae,Platanus,London plane tree,Platanus x acerifolia,BD,L,No,,,Europe-North America - a hybrid between Platanus occidentalis from the eastern USA and P. orientalis from Europe,Older trees develop bumps on their trunk that look make the bark look like dripping candle wax.,868
-13648990.1853562,5697935.30387048,554414,2019/07/20 00:00:00+00,FASY,2.2,Fair,16,9,9,volunteer,,3,{8CBE8079-5CB4-4703-A449-B8064710165A},,TL,2019/07/20 18:21:46+00,PKJOSHUA,2024/08/20 21:52:30+00,18515,134.49,14.3,0.93,3,0.19,4,0.27,0.49,1.1,0.94,Fagaceae,Fagus,European beech,Fagus sylvatica,BD,L,No,,,"Europe - England, western and central Europe to Scandinavia","Older trees have prominent folding in the bark, which some people say resembles elephant legs.",868
-13649349.0022845,5698125.09209803,554415,2019/07/20 00:00:00+00,PRCE,16.5,Poor,42,30,37,volunteer,,6,{6DC88EC2-07EB-4A50-BAED-6902F24CF289},,TL,2019/07/20 18:30:29+00,PKJOSHUA,2024/08/20 21:52:30+00,18516,961.8,1341.9,87.04,12.6,0.81,41.8,2.79,5.07,11.2,8.68,Rosaceae,Prunus,flowering plum,Prunus cerasifera,BD,S,No,,,Asia - western Asia,Earliest of the flowering trees in spring.,868
-13649224.0200169,5698102.21979884,554416,2019/07/20 00:00:00+00,PLOC,24.8,Fair,93,42,51,volunteer,,7,{5B97CA2C-46E8-494D-B427-5B783B7B115A},,TL,2019/07/20 18:31:21+00,PKJOSHUA,2024/08/20 21:52:30+00,18517,7492.25,3206.3,207.97,59.1,3.83,110.1,7.36,13.38,29.6,24.57,Platanaceae,Platanus,American sycamore,Platanus occidentalis,BD,L,No,,,North America - Texas to Maine,"Smooth, gray to white mottled bark, common in its native range, is less common in Portland where bark remains rough, brown, and plated.",868
-13649118.2442592,5698021.13580113,554417,2019/07/20 00:00:00+00,PSME,41.9,Fair,105,34,42,volunteer,,20,{4BBBB966-EBFB-4EE9-80BF-E511CA30DA58},,brydavis,2019/07/20 18:32:46+00,PKJOSHUA,2024/08/20 21:52:30+00,18518,11983.25,3893.6,252.55,42.1,2.73,85.1,5.69,10.33,22.9,18.75,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13649175.3663209,5698062.60743484,554418,2019/07/20 00:00:00+00,PSME,14.5,Fair,90,25,43,volunteer,,8,{72D92633-8B46-4AE1-A25C-E178EAFBD4BA},,tl,2019/07/20 19:04:55+00,PKJOSHUA,2024/08/20 21:52:30+00,18519,1575.12,459.5,29.81,10.3,0.67,69.6,4.65,8.45,18.7,13.77,Pinaceae,Pseudotsuga,Douglas-fir,Pseudotsuga menziesii,CE,L,Yes,,,"North America - from British Columbia south to Oregon, Washington, California, Idaho and western Montana with a subspecies in the Rocky Mountain states and into northern Mexico",Bracts on cones look like a mouse's feet and tail.,868
-13652245.0089471,5695322.14614308,554769,2019/07/20 00:00:00+00,QURU,51.2,Fair,95,92,90,staff,,4,{5D6C9D6B-C8F4-44EF-AC3C-5354BBCAD440},,bianca.dolan,2019/07/20 21:36:52+00,PKJOSHUA,2024/08/20 21:52:30+00,18520,27388.58,16534.7,1072.5,27.6,1.79,252.3,16.87,30.65,67.9,49.3,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,852
-13652110.6669589,5695155.6117071,554770,2019/07/20 00:00:00+00,PLOC,32.1,Fair,79,66,59,staff,,8,{CEAC3BC0-6941-4004-ACF4-3D23F29F5833},,lizzie.sords,2019/07/20 21:51:09+00,PKJOSHUA,2024/08/20 21:52:30+00,18521,12189.6,6001.5,389.28,85.5,5.55,189.1,12.64,22.97,50.9,41.16,Platanaceae,Platanus,American sycamore,Platanus occidentalis,BD,L,No,,,North America - Texas to Maine,"Smooth, gray to white mottled bark, common in its native range, is less common in Portland where bark remains rough, brown, and plated.",852
-13652103.056439,5695173.04683078,554771,2019/07/20 00:00:00+00,PLOC,30.7,Fair,85,48,43,staff,,6,{ED9AE26E-F715-459A-A7B7-70CEBF93CED8},,lizzie.sords,2019/07/20 21:57:14+00,PKJOSHUA,2024/08/20 21:52:30+00,18522,11163.43,5384.8,349.28,80.2,5.2,112.4,7.51,13.65,30.2,26.37,Platanaceae,Platanus,American sycamore,Platanus occidentalis,BD,L,No,,,North America - Texas to Maine,"Smooth, gray to white mottled bark, common in its native range, is less common in Portland where bark remains rough, brown, and plated.",852
-13652190.6156017,5695360.58308224,554772,2019/07/20 00:00:00+00,QURU,32.3,Fair,84,64,85,staff,,5,{0442080D-3860-4004-A305-A94CD02E7F5A},,bianca.dolan,2019/07/20 22:15:36+00,PKJOSHUA,2024/08/20 21:52:30+00,18523,13944.08,6428,416.94,92.1,5.97,176.1,11.77,21.39,47.4,39.13,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,852
-13652099.9213645,5695184.64152086,554773,2019/07/20 00:00:00+00,SEGI,61.4,Fair,110,49,48,staff,,3,{5F35CF07-7F8E-46C9-A769-339BF9E5E6F2},,lizzie.sords,2019/07/20 22:20:17+00,PKJOSHUA,2024/08/20 21:52:30+00,18524,23544.38,11246.1,729.47,69.9,4.53,138.6,9.27,16.84,37.3,30.63,Cupressaceae,Sequoiadendron,giant sequoia,Sequoiadendron giganteum,CE,L,No,,,North America - California in the Sierra Nevada,"World's largest tree by volume. Can live over 2,000 years.",852
-13652183.7733134,5695384.34917649,554774,2019/07/20 00:00:00+00,GIBI,19.1,Fair,60,42,43,staff,,3,{F0E070F9-F377-4023-AA7A-10DC1116098D},,bianca.dolan,2019/07/20 22:25:31+00,PKJOSHUA,2024/08/20 21:52:30+00,18525,4507.45,1685.5,109.33,40.3,2.62,59.6,3.98,7.24,16,13.84,Ginkgoaceae,Ginkgo,ginkgo,Ginkgo biloba,BD,L,No,,,Asia - China,"Fan shaped leaves. Male and females are separate trees. Fruit is called ""nature's stink bomb.""",852
-13652146.0522095,5695373.05142906,554775,2019/07/20 00:00:00+00,QURU,50.1,Fair,85,101,80,staff,,6,{7FABB92F-EBC5-4E22-9376-A79A6E31C1BE},,lizzie.sords,2019/07/20 22:39:54+00,PKJOSHUA,2024/08/20 21:52:30+00,18526,26719,16534.7,1072.5,27.6,1.79,249.6,16.68,30.31,67.1,48.78,Fagaceae,Quercus,northern red oak,Quercus rubra,BD,L,No,,,"North America - eastern Canada and eastern USA from the eastern edge of the Great Plains east to the Atlantic and south to Alabama, Georgia and Arkansas",Acorns take two years to mature and are an important food source for wildlife.,852
-13652149.7017951,5695173.44720835,555169,2019/07/20 00:00:00+00,PLOC,29.1,Fair,76,54,50,staff,,15,{8AC7C352-8573-418D-B204-D27BDD8CD3B8},,lizzie.sords,2019/07/20 21:37:20+00,PKJOSHUA,2024/08/20 21:52:30+00,18527,10256.87,4727.9,306.67,74.3,4.82,133.2,8.9,16.18,35.8,29.9,Platanaceae,Platanus,American sycamore,Platanus occidentalis,BD,L,No,,,North America - Texas to Maine,"Smooth, gray to white mottled bark, common in its native range, is less common in Portland where bark remains rough, brown, and plated.",852
